"﻿""証券コード""",CSV略称,正式企業名(和),Qr1略称(和),カナ,正式企業名(英),略称(英),FACTSET業種,旧社名・旧商号,EDINETコード,新証券コード,協会業種,日経業種(小分類),優先市場,配信開始日,売買単位,発行済株式総数,HPアドレス,決算期,配当基準日,決算発表予定日,決算発表履歴,日経業種（中分類）_抽出,上場市場名_抽出,指数採用_抽出
1605,INPEX,ＩＮＰＥＸ,ＩＮＰＥＸ,ｲﾝﾍﾟｯｸｽ,INPEX CORP.,INPEX,総合石油,"ＩＮＰＥＸ
国際石油開発帝石
国際石油開発帝石ホールディングス
国際石油開発
帝国石油",E00043,329446000,鉱業,その他鉱業,東証,(06/ 4/ 3),100,"1,259,136,068",https://www.inpex.co.jp/,12/末,6/末 12/末,本連: 2026/02/12 15:00,"1Q: 2025/05/13
2Q: 2025/08/08
3Q: 2025/11/13
通期: 2025/02/13",鉱業,東証ﾌﾟﾗｲﾑ,日経平均 JPX日経400 日経300 日経500平均
160A,ｱｽﾞﾊﾟｰﾄﾅ,アズパートナーズ,アズパートナ,ｱｽﾞﾊﾟｰﾄﾅｰｽﾞ,"AS PARTNERS CO., LTD.",ASPARTNE,病院・看護施設運営,,E39448,311984000,サービス業,他サービス業,東証,(24/ 4/ 4),100,"3,580,400",https://www.as-partners.co.jp/,3/末,9/末 3/末,3Q単: 2026/02/13 16:00,"1Q: 2025/08/14
2Q: 2025/11/14
3Q: 2025/02/13
通期: 2025/05/14",サービス,東証ｽﾀﾝﾀﾞｰﾄﾞ,
1662,石油資源,石油資源開発,石油資源,ｾｷﾕｼｹﾞﾝｶｲﾊﾂ,"JAPAN PETROLEUM EXPLORATION CO., LTD.",PETROLE,総合石油,,E00041,342110000,鉱業,その他鉱業,東証,(03/12/10),100,"257,000,380",http://www.japex.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/12 14:00,"1Q: 2025/08/07
2Q: 2025/11/12
3Q: 2025/02/12
通期: 2025/05/13",鉱業,東証ﾌﾟﾗｲﾑ,JPX日経400 日経500平均
1663,K&Oｴﾅｼﾞｰ,Ｋ＆Ｏエナジーグループ,Ｋ＆Ｏエナジ,ｹｰｱﾝﾄﾞｵｰｴﾅｼﾞｰｸﾞﾙｰﾌﾟ,K&O ENERGY GROUP INC.,K&OENRGY,ガス,"Ｋ＆Ｏエナジーグループ
大多喜ガス
関東天然瓦斯開発",E30048,327702000,鉱業,その他鉱業,東証,(14/ 1/ 6),100,"28,336,061",http://www.k-and-o-energy.co.jp/,12/末,6/末 12/末,本連: 2026/02/13 16:00,"1Q: 2025/05/13
2Q: 2025/08/12
3Q: 2025/11/13
通期: 2025/02/14",鉱業,東証ﾌﾟﾗｲﾑ,日経500平均
166A,ﾀｽｷHD,タスキホールディングス,タスキＨＤ,ﾀｽｷﾎｰﾙﾃﾞｨﾝｸﾞｽ,TASUKI HOLDINGS INC.,TASUKIHD,パッケージ・ソフトウェア,"タスキ
新日本建物
タスキホールディングス",データなし,346431000,不動産業,分譲,東証,(24/ 4/ 1),100,"61,636,723",https://tasuki-holdings.co.jp/,9/末,3/末 9/末,1Q連: 2026/02/13 15:00,"1Q: 2025/02/12
2Q: 2025/05/13
3Q: 2025/08/07
通期: 2025/11/11",不動産,東証ｸﾞﾛｰｽ,
167A,ﾘｮｰｻﾝ菱,リョーサン菱洋ホールディングス,リョー菱ＨＤ,ﾘｮｰｻﾝﾘｮｳﾖｳﾎｰﾙﾃﾞｨﾝｸﾞｽ,"RYOYO RYOSAN HOLDINGS, INC.",RYOYORYO,電化製品卸売業,"菱洋エレクトロ
リョーサン菱洋ホールディングス
リョーサン",データなし,397541000,卸売業,電機関連商社,東証,(24/ 4/ 1),100,"54,000,000",https://www.rr-hds.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/10,"1Q: 2025/08/08
2Q: 2025/11/12
3Q: 2025/02/07
通期: 2025/05/14",商社,東証ﾌﾟﾗｲﾑ,
168A,ｲﾀﾐｱｰﾄ,イタミアート,イタミアート,ｲﾀﾐｱｰﾄ,ITAMIARTS INC.,ITAMIART,広告・マーケティングサービス,,E39273,314090000,その他製品,印刷,東証,(24/ 4/ 8),100,"1,470,000",https://www.itamiarts.co.jp/,1/末,7/末 1/末,,"1Q: 2025/06/13
2Q: 2025/09/12
3Q: 2025/12/12
通期: 2025/03/14",その他製造,東証ｸﾞﾛｰｽ,
1711,SDSHD,ＳＤＳホールディングス,ＳＤＳＨＤ,ｴｽﾃﾞｨｰｴｽﾎｰﾙﾃﾞｨﾝｸﾞｽ,"SDS HOLDINGS CO., LTD.",SDS HD,電気製品,"ＳＤＳホールディングス
省電舎ホールディングス
エール
省電舎",E05452,336300000,建設業,電設工事,東証,(04/12/16),100,"10,232,773",https://sds-hd.com/,3/末,9/末 3/末,3Q連: 2026/02/13 15:00,"1Q: 2025/08/14
2Q: 2025/11/14
3Q: 2025/02/14
通期: 2025/05/13",建設,東証ｽﾀﾝﾀﾞｰﾄﾞ,
1716,第一ｶｯﾀｰ,第一カッター興業,第一カッター,ﾀﾞｲｲﾁｶｯﾀｰｺｳｷﾞｮｳ,DAI-ICHI CUTTER KOGYO K.K.,1-CUTTER,建設・土木,,E00320,347370000,建設業,その他建設,東証,(13/ 7/16),100,"12,000,000",http://www.daiichi-cutter.co.jp,6/末,12/末 6/末,2Q連: 2026/02/13 15:00,"1Q: 2025/11/14
2Q: 2025/02/14
3Q: 2025/05/15
通期: 2025/08/14",建設,東証ｽﾀﾝﾀﾞｰﾄﾞ,
1717,明豊ﾌｧｼﾘ,明豊ファシリティワークス,明豊ファシリ,ﾒｲﾎｳﾌｧｼﾘﾃｨﾜｰｸｽ,MEIHO FACILITY WORKS LTD.,MEIHOFA,建設・土木,,E05377,392040000,サービス業,他サービス業,東証,(13/ 7/16),100,"12,775,900",http://www.meiho.co.jp/,3/末,9/末 3/末,3Q単: 2026/02/06 16:00,"1Q: 2025/08/08
2Q: 2025/11/07
3Q: 2025/02/07
通期: 2025/05/14",サービス,東証ｽﾀﾝﾀﾞｰﾄﾞ,
1718,美樹工業,美樹工業,美樹工業,ﾐｷｺｳｷﾞｮｳ,"MIKIKOGYO CO., LTD.",MIKIKOG,建設・土木,,E00315,388270000,建設業,その他建設,東証,(13/ 7/16),100,"1,153,263",http://www.mikikogyo.co.jp,12/末,6/末 12/末,本連: 2026/02/13 15:00,"1Q: 2025/04/28
2Q: 2025/07/28
3Q: 2025/10/27
通期: 2025/02/14",建設,東証ｽﾀﾝﾀﾞｰﾄﾞ,
1719,安藤ﾊｻﾞﾏ,安藤・間,安藤ハザマ,ｱﾝﾄﾞｳﾊｻﾞﾏ,HAZAMA ANDO CORP.,HAZAMAND,建設・土木,"安藤・間
間組
安藤建設",E00317,376781000,建設業,中堅建設,東証,(03/10/ 1),100,"181,021,197",https://www.ad-hzm.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/12 14:00,"1Q: 2025/08/07
2Q: 2025/11/07
3Q: 2025/02/13
通期: 2025/05/14",建設,東証ﾌﾟﾗｲﾑ,JPX日経400 日経500平均
1720,東急建設,東急建設,東急建,ﾄｳｷｭｳｹﾝｾﾂ,"TOKYU CONSTRUCTION CO., LTD.",TOKYUCN,住宅建設,,E00316,356741000,建設業,中堅建設,東証,(03/10/ 1),100,"106,761,205",http://www.tokyu-cnst.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/06 16:00,"1Q: 2025/08/06
2Q: 2025/11/07
3Q: 2025/02/12
通期: 2025/05/13",建設,東証ﾌﾟﾗｲﾑ,
1721,ｺﾑｼｽHD,コムシスホールディングス,コムシスＨＤ,ｺﾑｼｽﾎｰﾙﾃﾞｨﾝｸﾞｽ,COMSYS HOLDINGS CORP.,COMSYS,建設・土木,"ワールドエコ
朝日設備工業
北有建設
北興産業
カンドー
東京鋪装工業
日本ｱﾌﾀｰ工業
東亜建材
ＳＹＳＫＥＮ
川中島建設
ｾﾝﾄﾗﾙﾋﾞﾙｻｰﾋﾞ
ＮＤＳ
コムシスホールディングス
三和エレック
三和大栄電気興業
つうけん
北陸電話工事
国際電設
西日本システム建設
日本コムシス
日本電話施設",E00322,330553000,建設業,電設工事,東証,(03/ 9/29),100,"133,000,000",http://www.comsys-hd.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/06 15:00,"1Q: 2025/08/07
2Q: 2025/11/07
3Q: 2025/02/07
通期: 2025/05/09",建設,東証ﾌﾟﾗｲﾑ,日経平均 JPX日経400 日経300 日経500平均
1723,日本電技,日本電技,日本電技,ﾆﾎﾝﾃﾞﾝｷﾞ,"NIHON DENGI CO., LTD.",N-DENGI,電子装置・機器,,E00313,373435000,建設業,その他建設,東証,(13/ 7/16),100,"16,395,000",http://www.nihondengi.co.jp/,3/末,9/末 3/末,3Q連: 2026/01/28,"1Q: 2025/07/25
2Q: 2025/11/04
3Q: 2025/01/29
通期: 2025/05/07",建設,東証ｽﾀﾝﾀﾞｰﾄﾞ,
1724,ｼﾝｸﾚｲﾔ,シンクレイヤ,シンクレイヤ,ｼﾝｸﾚｲﾔ,SYNCLAYER INC.,SYNCLYR,コンピューター通信,,E05326,337220000,建設業,電設工事,東証,(13/ 7/16),100,"4,943,780",http://www.synclayer.co.jp/,12/末,6/末 12/末,本連: 2026/02/13 15:00,"1Q: 2025/05/14
2Q: 2025/08/08
3Q: 2025/11/13
通期: 2025/02/14",建設,東証ｽﾀﾝﾀﾞｰﾄﾞ,
1726,ＢＲＨＤ,ビーアールホールディングス,Ｂｒ．ＨＤ,ﾋﾞｰｱｰﾙﾎｰﾙﾃﾞｨﾝｸﾞｽ,BR. HOLDINGS CORP.,BRHD,建設・土木,"東日本ｺﾝｸﾘｰﾄ
ビーアールホールディングス
極東工業",E00312,379961000,建設業,土木道路浚渫,東証,(02/ 9/26),100,"45,795,000",http://www.brhd.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/04 16:00,"1Q: 2025/08/08
2Q: 2025/11/07
3Q: 2025/02/07
通期: 2025/05/14",建設,東証ﾌﾟﾗｲﾑ,
1736,ｵｰﾃｯｸ,オーテック,オーテック,ｵｰﾃｯｸ,OTEC CORP.,OTEC,産業機械,,E00304,317241000,建設業,電設工事,東証,(13/ 7/16),100,"17,100,000",http://www.o-tec.co.jp,3/末,9/末 3/末,3Q連: 2026/02/09 15:00,"1Q: 2025/08/07
2Q: 2025/11/10
3Q: 2025/02/07
通期: 2025/05/12",建設,東証ｽﾀﾝﾀﾞｰﾄﾞ,
173A,ﾊﾝﾓｯｸ,ハンモック,ハンモック,ﾊﾝﾓｯｸ,HAMMOCK INC.,HAMMOCK,パッケージ・ソフトウェア,,E39460,377755000,情報・通信業,他サービス業,東証,(24/ 4/11),100,"4,360,000",https://www.hammock.jp/,3/末,9/末 3/末,3Q単: 2026/02/13 11:00,"1Q: 2025/08/14
2Q: 2025/11/14
3Q: 2025/02/14
通期: 2025/05/15",サービス,東証ｸﾞﾛｰｽ,
1758,太洋基礎,太洋基礎工業,太洋基礎,ﾀｲﾖｳｷｿｺｳｷﾞｮｳ,"TAIYO KISOKOGYO CO., LTD.",TAIYOKS,建設・土木,,E00287,345020000,建設業,土木道路浚渫,東証,(13/ 7/16),100,"2,458,800",http://www.taiyoukiso.co.jp/,1/末,7/末 1/末,本単: 2026/03/13,"1Q: 2025/06/13
2Q: 2025/09/12
3Q: 2025/12/12
通期: 2025/03/14",建設,東証ｽﾀﾝﾀﾞｰﾄﾞ,
175A,ｳｨﾙｽﾏｰﾄ,Ｗｉｌｌ　Ｓｍａｒｔ,ウィルスマ,ｳｨﾙｽﾏｰﾄ,"WILL SMART CO., LTD.",WILSMART,パッケージ・ソフトウェア,,E39487,315421000,情報・通信業,他サービス業,東証,(24/ 4/16),100,"1,470,900",https://willsmart.co.jp/,12/末,6/末 12/末,本単: 2026/02/13 15:00,"1Q: 2025/05/13
2Q: 2025/08/08
3Q: 2025/11/07
通期: 2025/02/14",サービス,東証ｸﾞﾛｰｽ,
1762,高松Ｇ,高松コンストラクショングループ,高松グループ,ﾀｶﾏﾂｺﾝｽﾄﾗｸｼｮﾝｸﾞﾙｰﾌﾟ,"TAKAMATSU CONSTRUCTION GROUP CO., LTD.",TAKMATUG,住宅建設,,E00285,345790000,建設業,住宅,東証,(00/ 1/31),100,"34,818,578",http://www.takamatsu-cg.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/12 16:00,"1Q: 2025/08/06
2Q: 2025/11/12
3Q: 2025/02/12
通期: 2025/05/14",建設,東証ﾌﾟﾗｲﾑ,
1764,工藤建設,工藤建設,工藤建設,ｸﾄﾞｳｹﾝｾﾂ,KUDO CORP.,KUDO,住宅建設,,E00282,326615000,建設業,中堅建設,東証,(97/ 4/11),100,"1,331,220",http://www.kudo.co.jp/,6/末,12/末 6/末,2Q連: 2026/02/12 15:00,"1Q: 2025/11/14
2Q: 2025/02/14
3Q: 2025/05/14
通期: 2025/08/12",建設,東証ｽﾀﾝﾀﾞｰﾄﾞ,
1766,東建ｺｰﾎﾟ,東建コーポレーション,東建コーポ,ﾄｳｹﾝｺｰﾎﾟﾚｰｼｮﾝ,TOKEN CORP.,TOKEN,不動産開発,,E00281,359090000,建設業,住宅,東証,(02/ 3/20),100,"13,472,000",http://www.token.co.jp/,4/末,10/末 4/末,,"1Q: 2025/09/12
2Q: 2025/12/12
3Q: 2025/03/13
通期: 2025/06/12",建設,東証ﾌﾟﾗｲﾑ 名証ﾌﾟﾚﾐｱ,
1768,ソネック,ソネック,ソネック,ｿﾈｯｸ,SONEC CORP.,SONEC,建設・土木,,E00279,343570000,建設業,中堅建設,東証,(13/ 7/16),100,"7,500,000",http://www.sonec-const.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/06 16:00,"1Q: 2025/08/08
2Q: 2025/11/07
3Q: 2025/02/07
通期: 2025/05/08",建設,東証ｽﾀﾝﾀﾞｰﾄﾞ,
176A,レジル,レジル,レジル,ﾚｼﾞﾙ,REZIL INC.,REZIL,電力,,E39488,397970000,電気・ガス業,電力,東証,(24/ 4/24),100,"19,365,000",https://rezil.co.jp/,6/末,12/末 6/末,,"1Q: 
2Q: 
3Q: 
通期: ",,,
1770,藤田ｴﾝｼﾞ,藤田エンジニアリング,藤田エンジ,ﾌｼﾞﾀｴﾝｼﾞﾆｱﾘﾝｸﾞ,"FUJITA ENGINEERING CO., LTD.",FUJITAE,建設・土木,,E00277,381675000,建設業,電設工事,東証,(13/ 7/16),100,"10,200,000",http://www.fujita-eng.co.jp,3/末,9/末 3/末,3Q連: 2026/02/12 15:00,"1Q: 2025/08/08
2Q: 2025/11/11
3Q: 2025/02/12
通期: 2025/05/13",建設,東証ｽﾀﾝﾀﾞｰﾄﾞ,
1773,Y T L,ワイ・ティー・エル・コーポレーション・バーハッド,ＹＴＬ,ﾜｲﾃｨｰｴﾙｺｰﾎﾟﾚｰｼｮﾝﾊﾞｰﾊｯﾄﾞ,YTL CORPORATION BERHAD,YTL,電力,,E05821,545802000,建設業,データなし,東証,(96/ 2/29),"1,000","11,372,953,603",データなし,6/末,データなし,,"1Q: 
2Q: 
3Q: 
通期: ",建設,東証ﾌﾟﾗｲﾑ外国,
1776,三住道路,三井住建道路,三井住建道,ﾐﾂｲｽﾐｹﾝﾄﾞｳﾛ,"SUMIKEN MITSUI ROAD CO., LTD.",SMT-ROD,建設・土木,,E00272,389220000,建設業,土木道路浚渫,東証,(96/ 2/15),100,"9,277,500",http://www.smrc.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/13 14:00,"1Q: 2025/08/06
2Q: 2025/11/12
3Q: 2025/02/12
通期: 2025/05/14",建設,東証ｽﾀﾝﾀﾞｰﾄﾞ,
177A,ｺｰｼﾞﾝﾊﾞｲ,コージンバイオ,コージンＢ,ｺｰｼﾞﾝﾊﾞｲｵ,"KOHJIN BIO CO., LTD.",KOHJINBI,バイオテクノロジー,,E38689,328363000,化学,その他化学,東証,(24/ 4/25),100,"5,111,600",https://kohjin-bio.jp/,3/末,9/末 3/末,3Q連: 2026/02/13,"1Q: 2025/08/14
2Q: 2025/11/13
3Q: 2025/02/14
通期: 2025/05/14",化学,東証ｸﾞﾛｰｽ,
1780,ヤマウラ,ヤマウラ,ヤマウラ,ﾔﾏｳﾗ,YAMAURA CORP.,YAMAURA,建設・土木,,E00268,393430000,建設業,中堅建設,東証,(97/ 8/26),100,"21,103,514",http://www.yamaura.co.jp,3/末,9/末 3/末,3Q連: 2026/02/12 15:00,"1Q: 2025/08/07
2Q: 2025/11/13
3Q: 2025/02/12
通期: 2025/05/14",建設,東証ﾌﾟﾗｲﾑ 名証ﾌﾟﾚﾐｱ,
1783,fantasis,ｆａｎｔａｓｉｓｔａ,ファンタジス,ﾌｧﾝﾀｼﾞｽﾀ,"FANTASISTA CO., LTD.",FANTASIS,不動産開発,,E00263,365355000,不動産業,分譲,東証,(13/ 7/16),100,"170,042,851",https://fantasista-tokyo.jp/,9/末,9/末,1Q連: 2026/02/13,"1Q: 2025/02/14
2Q: 2025/05/14
3Q: 2025/08/13
通期: 2025/11/14",不動産,東証ｽﾀﾝﾀﾞｰﾄﾞ,
1786,ｵﾘｴ白石,オリエンタル白石,オリエン白石,ｵﾘｴﾝﾀﾙｼﾗｲｼ,ORIENTAL SHIRAISHI CORP.,ORI.SIRA,建設・土木,"ＯＳＪＢホールディングス
オリエンタル白石
日本橋梁
白石
オリエンタル建設",データなし,319795000,建設業,土木道路浚渫,東証,(21/ 4/ 1),100,"138,809,400",https://www.orsc.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/13 15:00,"1Q: 2025/08/08
2Q: 2025/11/12
3Q: 2025/02/12
通期: 2025/05/13",建設,東証ﾌﾟﾗｲﾑ,
1787,ﾅｶﾎﾞｰﾃｯｸ,ナカボーテック,ナカボテック,ﾅｶﾎﾞｰﾃｯｸ,"NAKABOHTEC CORROSION PROTECTING CO., LTD",NAKABOT,電気製品,,E00260,364460000,建設業,その他建設,東証,(13/ 7/16),100,"2,602,500",http://www.nakabohtec.co.jp/,3/末,9/末 3/末,3Q単: 2026/02/09 16:00,"1Q: 2025/08/04
2Q: 2025/11/04
3Q: 2025/02/10
通期: 2025/05/08",建設,東証ｽﾀﾝﾀﾞｰﾄﾞ,
1788,三東工業,三東工業社,三東工業,ｻﾝﾄｳｺｳｷﾞｮｳｼｬ,SANTO CORP.,SANTO,建設・土木,,E00259,333650000,建設業,土木道路浚渫,東証,(13/ 7/16),100,"686,000",http://www.santo.co.jp,6/末,12/末 6/末,2Q連: 2026/02/12 15:00,"1Q: 2025/11/12
2Q: 2025/02/06
3Q: 2025/05/07
通期: 2025/08/08",建設,東証ｽﾀﾝﾀﾞｰﾄﾞ,
1793,大本組,大本組,大本組,ｵｵﾓﾄｸﾞﾐ,"OHMOTO GUMI CO., LTD.",OHMOTO,建設・土木,,E00255,319050000,建設業,中堅建設,東証,(13/ 7/16),100,"26,794,280",http://www.ohmoto.co.jp/,3/末,9/末 3/末,3Q単: 2026/02/05 16:00,"1Q: 2025/08/06
2Q: 2025/11/11
3Q: 2025/02/06
通期: 2025/05/13",建設,東証ｽﾀﾝﾀﾞｰﾄﾞ,
1795,マサル,マサル,マサル,ﾏｻﾙ,MASARU CORP.,MASARU,建設・土木,,E00254,386310000,建設業,その他建設,東証,(13/ 7/16),100,"901,151",http://www.masaru-co.jp/,9/末,3/末 9/末,1Q連: 2026/02/13,"1Q: 2025/02/13
2Q: 2025/05/13
3Q: 2025/08/12
通期: 2025/11/14",建設,東証ｽﾀﾝﾀﾞｰﾄﾞ,
1798,守谷商会,守谷商会,守谷商会,ﾓﾘﾔｼｮｳｶｲ,MORIYA CORP.,MORIYA,建設・土木,,E00251,392740000,建設業,中堅建設,東証,(13/ 7/16),100,"2,260,000",http://www.moriya-s.co.jp,3/末,9/末 3/末,3Q連: 2026/02/09 15:00,"1Q: 2025/08/08
2Q: 2025/10/31
3Q: 2025/02/10
通期: 2025/05/12",建設,東証ｽﾀﾝﾀﾞｰﾄﾞ,
1799,第一建設,第一建設工業,第一建設,ﾀﾞｲｲﾁｹﾝｾﾂｺｳｷﾞｮｳ,DAIICHI KENSETSU CORP.,1-KENSE,建設・土木,,E00250,347461000,建設業,土木道路浚渫,東証,(13/ 7/16),100,"20,858,491",http://www.daiichi-kensetsu.co.jp,3/末,9/末 3/末,3Q単: 2026/02/10 15:00,"1Q: 2025/08/05
2Q: 2025/11/14
3Q: 2025/02/05
通期: 2025/05/13",建設,東証ｽﾀﾝﾀﾞｰﾄﾞ,
1801,大成建,大成建設,大成建,ﾀｲｾｲｹﾝｾﾂ,TAISEI CORP.,TAISEI,建設・土木,"大成ユーレック
大成プレハブ
大成建設
有楽土地
大成ロテック",E00052,344360000,建設業,大手建設,東証,データなし,100,"163,185,872",http://www.taisei.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/06 13:00,"1Q: 2025/08/08
2Q: 2025/11/11
3Q: 2025/02/07
通期: 2025/05/13",建設,東証ﾌﾟﾗｲﾑ 名証ﾌﾟﾚﾐｱ,日経平均 JPX日経400 日経300 日経500平均
1802,大林組,大林組,大林組,ｵｵﾊﾞﾔｼｸﾞﾐ,OBAYASHI CORP.,OBAYASI,住宅建設,,E00055,319000000,建設業,大手建設,東証,データなし,100,"706,951,046",http://www.obayashi.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/09 12:00,"1Q: 2025/08/08
2Q: 2025/11/05
3Q: 2025/02/10
通期: 2025/05/13",建設,東証ﾌﾟﾗｲﾑ,日経平均 JPX日経400 日経300 日経500平均
1803,清水建,清水建設,清水建,ｼﾐｽﾞｹﾝｾﾂ,SHIMIZU CORP.,SHIMIZU,建設・土木,"第一設備工業
ミルックス
清水建設",E00053,335880000,建設業,大手建設,東証,データなし,100,"716,689,413",http://www.shimz.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/05 13:00,"1Q: 2025/07/29
2Q: 2025/11/07
3Q: 2025/01/31
通期: 2025/05/14",建設,東証ﾌﾟﾗｲﾑ 名証ﾌﾟﾚﾐｱ,日経平均 日経300 日経500平均
1807,佐藤渡辺,佐藤渡辺,佐藤渡辺,ｻﾄｳﾜﾀﾅﾍﾞ,"WATANABE SATO CO., LTD.",WATASATO,建設・土木,"佐藤道路
佐藤渡辺
渡辺組",E00167,399380000,建設業,土木道路浚渫,東証,(13/ 7/16),100,"6,391,400",http://www.watanabesato.co.jp,3/末,9/末 3/末,3Q連: 2026/02/09 13:00,"1Q: 2025/08/07
2Q: 2025/11/10
3Q: 2025/02/07
通期: 2025/05/12",建設,東証ｽﾀﾝﾀﾞｰﾄﾞ,
1808,長谷工,長谷工コーポレーション,長谷工,ﾊｾｺｳｺｰﾎﾟﾚｰｼｮﾝ,HASEKO CORP.,HASEKO,住宅建設,"長谷工ｼﾆｱHD
長谷工コーポレーション",E00090,376860000,建設業,中堅建設,東証,データなし,100,"292,479,897",http://www.haseko.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/12 15:00,"1Q: 2025/08/07
2Q: 2025/11/12
3Q: 2025/02/13
通期: 2025/05/14",建設,東証ﾌﾟﾗｲﾑ,日経平均 JPX日経400 日経300 日経500平均
1810,松井建,松井建設,松井建,ﾏﾂｲｹﾝｾﾂ,"MATSUI CONST. CO., LTD.",MATUICN,建設・土木,,E00064,386360000,建設業,中堅建設,東証,データなし,100,"30,580,000",http://www.matsui-ken.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/12 13:00,"1Q: 2025/08/08
2Q: 2025/11/13
3Q: 2025/02/13
通期: 2025/05/13",建設,東証ｽﾀﾝﾀﾞｰﾄﾞ,
1811,銭高組,錢高組,銭高組,ｾﾞﾆﾀｶｸﾞﾐ,THE ZENITAKA CORP.,ZENTAKA,建設・土木,,E00069,342780000,建設業,中堅建設,東証,(13/ 7/16),100,"7,353,140",https://www.zenitaka.co.jp/,3/末,3/末,3Q連: 2026/02/13,"1Q: 2025/08/08
2Q: 2025/11/13
3Q: 2025/02/13
通期: 2025/05/14",建設,東証ｽﾀﾝﾀﾞｰﾄﾞ 名証ﾒｲﾝ,
1812,鹿　島,鹿島建設,鹿島,ｶｼﾞﾏｹﾝｾﾂ,KAJIMA CORP.,KAJIMA,建設・土木,"鹿島道路
鹿島建設",E00058,321020000,建設業,大手建設,東証,データなし,100,"528,656,011",http://www.kajima.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/12 12:00,"1Q: 2025/08/06
2Q: 2025/11/11
3Q: 2025/02/12
通期: 2025/05/14",建設,東証ﾌﾟﾗｲﾑ 名証ﾌﾟﾚﾐｱ,日経平均 JPX日経400 日経300 日経500平均
1813,不動ﾃﾄﾗ,不動テトラ,不動テトラ,ﾌﾄﾞｳﾃﾄﾗ,FUDO TETRA CORP.,FUDO TTR,建設・土木,"不動テトラ
テトラ
不動建設
日本テトラポッド
フドウ建研",E00097,382560000,建設業,中堅建設,東証,データなし,100,"16,489,522",http://www.fudotetra.co.jp/,3/末,9/末 3/末,"2Q連: 2026/01/09
3Q連: 2026/02/06 15:00","1Q: 2025/08/06
2Q: 2026/01/09
3Q: 2025/02/07
通期: 2025/05/09",建設,東証ﾌﾟﾗｲﾑ,
1814,大末建,大末建設,大末建,ﾀﾞｲｽｴｹﾝｾﾂ,"DAISUE CONST. CO., LTD.",DAISUE,建設・土木,,E00093,348540000,建設業,中堅建設,東証,データなし,100,"10,614,225",http://www.daisue.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/06 15:00,"1Q: 2025/08/06
2Q: 2025/11/06
3Q: 2025/02/04
通期: 2025/05/13",建設,東証ﾌﾟﾗｲﾑ,
1815,鉄建建設,鉄建建設,鉄建建設,ﾃｯｹﾝｹﾝｾﾂ,TEKKEN CORP.,TEKKEN,建設・土木,,E00065,354560000,建設業,中堅建設,東証,データなし,100,"14,973,956",http://www.tekken.co.jp/,3/末,3/末,3Q連: 2026/02/13 14:00,"1Q: 2025/08/07
2Q: 2025/11/13
3Q: 2025/02/13
通期: 2025/05/13",建設,東証ﾌﾟﾗｲﾑ,
1820,西松建,西松建設,西松建,ﾆｼﾏﾂｹﾝｾﾂ,"NISHIMATSU CONST. CO., LTD.",NISIMTU,住宅建設,,E00060,365920000,建設業,中堅建設,東証,データなし,100,"41,791,502",http://www.nishimatsu.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/12 9:00,"1Q: 2025/08/08
2Q: 2025/11/07
3Q: 2025/02/12
通期: 2025/05/12",建設,東証ﾌﾟﾗｲﾑ,日経300 日経500平均
1822,大豊建,大豊建設,大豊建,ﾀﾞｲﾎｳｹﾝｾﾂ,DAIHO CORP.,DAIHO,建設・土木,,E00095,349860000,建設業,中堅建設,東証,データなし,100,"90,415,815",http://www.daiho.co.jp,3/末,9/末 3/末,3Q連: 2026/02/13 15:00,"1Q: 2025/08/08
2Q: 2025/11/14
3Q: 2025/02/13
通期: 2025/05/09",建設,東証ｽﾀﾝﾀﾞｰﾄﾞ,
1826,佐田建,佐田建設,佐田建,ｻﾀｹﾝｾﾂ,"SATA CONSTRUCTION CO., LTD.",SATA CN,建設・土木,"佐田道路
ﾘﾌｫｰﾑ群馬
島田組
佐田建設",E00121,331960000,建設業,中堅建設,東証,データなし,100,"13,386,233",http://www.satakensetsu.co.jp/,3/末,3/末,3Q連: 2026/02/06 15:00,"1Q: 2025/08/04
2Q: 2025/11/04
3Q: 2025/02/10
通期: 2025/05/12",建設,東証ｽﾀﾝﾀﾞｰﾄﾞ,
